ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
1689697210.606453	CTLBeCZHFL7SvEtIa	192.168.144.131	61052	192.168.144.133	6839	tcp	-	0.000755	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606453	CDW1FQ2sraKwSZKiQk	192.168.144.131	61052	192.168.144.133	1217	tcp	-	0.000755	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606454	Co6e2C2wyallaXYSjc	192.168.144.131	61052	192.168.144.133	1124	tcp	-	0.000754	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606454	CahBYpZje0Vl99szc	192.168.144.131	61052	192.168.144.133	3000	tcp	-	0.000754	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606593	C0c7S21GgSJWSZJtbh	192.168.144.131	61052	192.168.144.133	9500	tcp	-	0.000723	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606454	Cdru5uVa40j32pJ4a	192.168.144.131	61052	192.168.144.133	56737	tcp	-	0.000862	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606484	CjcfAe4D7wxiG8M06k	192.168.144.131	61052	192.168.144.133	19315	tcp	-	0.000832	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606484	C6KBy64OwzQhfHk1x8	192.168.144.131	61052	192.168.144.133	1083	tcp	-	0.000832	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606594	CujvGI2nSSoVCV5g31	192.168.144.131	61052	192.168.144.133	3003	tcp	-	0.000810	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606741	Cs6p0w36pJ2z3lRisl	192.168.144.131	61052	192.168.144.133	1054	tcp	-	0.000664	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606864	CxjUuF4tWqQAtuoXf1	192.168.144.131	61052	192.168.144.133	62078	tcp	-	0.000624	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606741	CkdzgBrz24YFQcWe1	192.168.144.131	61052	192.168.144.133	7004	tcp	-	0.000747	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606980	C4QxIK1RdVWyVH89pb	192.168.144.131	61052	192.168.144.133	1036	tcp	-	0.000508	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606863	CllTVi3rDYN4CD4va7	192.168.144.131	61052	192.168.144.133	3370	tcp	-	0.000625	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.606980	CDDtAZeC9UDDqySc6	192.168.144.131	61052	192.168.144.133	765	tcp	-	0.000617	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.607120	Cb447n1g3Byv5mDZWf	192.168.144.131	61052	192.168.144.133	9003	tcp	-	0.000477	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.607120	CUxAvG3AxS6PHM6Ef7	192.168.144.131	61052	192.168.144.133	3005	tcp	-	0.000817	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.607809	CCgYdO1sS6ZuZhKVH1	192.168.144.131	61052	192.168.144.133	8600	tcp	-	0.000128	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.607810	CBGx7F4mDDFApaYz9b	192.168.144.131	61052	192.168.144.133	5101	tcp	-	0.000272	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.607937	CV0Xz14rVFQ5hJ3ZT3	192.168.144.131	61052	192.168.144.133	427	tcp	-	0.000145	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.607937	CNDEGd3NBaX03Axn77	192.168.144.131	61052	192.168.144.133	8222	tcp	-	0.000433	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.608231	CHs4cV3HFkpECqblv2	192.168.144.131	61052	192.168.144.133	3031	tcp	-	0.000140	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.608370	C1o1lTKi5sbxVTJVk	192.168.144.131	61052	192.168.144.133	2099	tcp	-	0.000144	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.608231	CWyd794dw1U9HaO4z3	192.168.144.131	61052	192.168.144.133	56738	tcp	-	0.000283	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.608515	CA7DWo3CAaldAK7uC	192.168.144.131	61052	192.168.144.133	144	tcp	-	0.000138	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.608370	CHLJ9W1p2dtjswUOm9	192.168.144.131	61052	192.168.144.133	18101	tcp	-	0.000283	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.608515	CfkyyK1cdUhNrRaci	192.168.144.131	61052	192.168.144.133	9110	tcp	-	0.002145	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615950	CmqVzw4qmIuJDQ5qBj	192.168.144.131	61052	192.168.144.133	15003	tcp	-	0.000038	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615950	CsdnEx2owMbfBqaNIe	192.168.144.131	61052	192.168.144.133	161	tcp	-	0.000038	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615950	CZ7uq13jO7IYa9NyP4	192.168.144.131	61052	192.168.144.133	5825	tcp	-	0.000038	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615950	Ck9ks611yZ9cQbiwl3	192.168.144.131	61052	192.168.144.133	1352	tcp	-	0.000038	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615949	C7PAtl3w4GT0spxDO7	192.168.144.131	61052	192.168.144.133	8007	tcp	-	0.000039	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615951	CXGEe6DHN7nBA09c	192.168.144.131	61052	192.168.144.133	911	tcp	-	0.000038	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615950	CXbRlG29vhe39TjUhc	192.168.144.131	61052	192.168.144.133	3260	tcp	-	0.000039	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615951	CI6bE61kS1lCPkxev2	192.168.144.131	61052	192.168.144.133	3918	tcp	-	0.000038	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615955	CxTQZu3f0NLxQMiqph	192.168.144.131	61052	192.168.144.133	1114	tcp	-	0.000050	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615955	CoMRnE2onapH3T3gX6	192.168.144.131	61052	192.168.144.133	9290	tcp	-	0.000050	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615955	CeUQpz2ovMUyD9Q2w3	192.168.144.131	61052	192.168.144.133	1062	tcp	-	0.000051	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615955	CWkhqm4ACXZowRfORe	192.168.144.131	61052	192.168.144.133	15742	tcp	-	0.000051	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615955	CIfsO03ZtjP6xtDsSa	192.168.144.131	61052	192.168.144.133	1311	tcp	-	0.000051	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615955	C3hC6P2CdKfJCYvnq6	192.168.144.131	61052	192.168.144.133	6005	tcp	-	0.000051	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615955	CW9hcO6lGTDoyjZAf	192.168.144.131	61052	192.168.144.133	24444	tcp	-	0.000051	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615956	CgNZap1XQ45bZlSfHd	192.168.144.131	61052	192.168.144.133	1334	tcp	-	0.000050	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615984	CBvJJx3uCckpcU4oM8	192.168.144.131	61052	192.168.144.133	5405	tcp	-	0.000026	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615984	C5Y1x33sJeGohL4isb	192.168.144.131	61052	192.168.144.133	1046	tcp	-	0.000026	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615984	CAqjFF276mvdMHHZw4	192.168.144.131	61052	192.168.144.133	8090	tcp	-	0.000026	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615984	CtrBXPcOktrfDsEIh	192.168.144.131	61052	192.168.144.133	1218	tcp	-	0.000026	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615983	C02UW52UALFJUvHQeb	192.168.144.131	61052	192.168.144.133	2557	tcp	-	0.000027	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615984	CAEKt625N78uiGrt9l	192.168.144.131	61052	192.168.144.133	1110	tcp	-	0.000027	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.616010	CiJ8cI2KbbFslguCV4	192.168.144.131	61052	192.168.144.133	3801	tcp	-	0.000024	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615985	CGsEfB20a3ANuIeNl	192.168.144.131	61052	192.168.144.133	32785	tcp	-	0.000049	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.615984	C8T9vQ2jYH3tttR0Rf	192.168.144.131	61052	192.168.144.133	14442	tcp	-	0.000050	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.616010	CEoF7K3BFxRiMHWzkg	192.168.144.131	61052	192.168.144.133	38292	tcp	-	0.000025	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.616125	CFbJnX1kqxjQlZfK43	192.168.144.131	61052	192.168.144.133	2525	tcp	-	0.001561	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617685	Cr9Jlf2tzxHTeA5m82	192.168.144.131	61052	192.168.144.133	5907	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.616354	CYsTwb1JERO5ndsD0a	192.168.144.131	61052	192.168.144.133	9415	tcp	-	0.001332	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.616354	CdTHRI3nGX0AGrUgzl	192.168.144.131	61052	192.168.144.133	648	tcp	-	0.001332	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.616126	Cf9xU11GrRQpafoFDf	192.168.144.131	61052	192.168.144.133	2191	tcp	-	0.001560	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617686	CsLkyh2dxkAtT9jtCe	192.168.144.131	61052	192.168.144.133	777	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617691	CeNUXj4ZPDr4ogBFSe	192.168.144.131	61052	192.168.144.133	1998	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617691	CdVpH81zAQzNXIYbni	192.168.144.131	61052	192.168.144.133	8291	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617691	C7STEo4XUMgR1Euj1e	192.168.144.131	61052	192.168.144.133	1090	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617691	CrPgdb4jaV3fgZKjYd	192.168.144.131	61052	192.168.144.133	109	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617722	CVBcrw3UCkMaWSO6ga	192.168.144.131	61052	192.168.144.133	5226	tcp	-	0.001492	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617723	CvSgLY3upkkz2ze6ua	192.168.144.131	61052	192.168.144.133	687	tcp	-	0.001492	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617722	CI59Gx3IejXWn0jhIb	192.168.144.131	61052	192.168.144.133	9071	tcp	-	0.001493	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617722	CGwxjp1s28ok1AgBP4	192.168.144.131	61052	192.168.144.133	32775	tcp	-	0.001493	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617723	CP0u344qJENdPdkpwk	192.168.144.131	61052	192.168.144.133	26214	tcp	-	0.001685	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.619195	CoCUF24thc9zaIJ3B1	192.168.144.131	61052	192.168.144.133	5033	tcp	-	0.000213	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.617723	C1Ipi22KmKfMxl7Ob	192.168.144.131	61052	192.168.144.133	1123	tcp	-	0.001685	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.619196	CuAjoE26UEQlwul3M8	192.168.144.131	61052	192.168.144.133	34572	tcp	-	0.000213	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.619196	CtXSxb38zV1zf4UV4h	192.168.144.131	61052	192.168.144.133	8083	tcp	-	0.000296	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.619196	CrOPkA3IDotQO4pOhk	192.168.144.131	61052	192.168.144.133	63331	tcp	-	0.000297	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.619196	C2kHeq46wUZKy6zqK	192.168.144.131	61052	192.168.144.133	2144	tcp	-	0.000771	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.619197	CFlpHfQM6KANoQVhj	192.168.144.131	61052	192.168.144.133	9503	tcp	-	0.000771	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.619197	Cn5MLu29Cz791QeT25	192.168.144.131	61052	192.168.144.133	5877	tcp	-	0.000771	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.619196	C2vi1U2WLdBg1AO4gg	192.168.144.131	61052	192.168.144.133	19283	tcp	-	0.000772	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622549	C6icTTr6OH2yV6lRe	192.168.144.131	61052	192.168.144.133	7070	tcp	-	0.000854	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622548	CJtYJl4dRjJy1Y7PV4	192.168.144.131	61052	192.168.144.133	10626	tcp	-	0.000855	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622549	CLNu0p27yhgKqPMkri	192.168.144.131	61052	192.168.144.133	444	tcp	-	0.000855	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622549	CGJ9c42ukCreb3tMih	192.168.144.131	61052	192.168.144.133	617	tcp	-	0.000855	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622707	CfbTzg4gPqi0NqssPg	192.168.144.131	61052	192.168.144.133	1718	tcp	-	0.000806	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622708	C7zQFUGflnGgoiGTk	192.168.144.131	61052	192.168.144.133	3390	tcp	-	0.000805	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622708	Cll34W2LaBaHItPEj6	192.168.144.131	61052	192.168.144.133	49163	tcp	-	0.000806	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622708	CVoGCu4X5rhGWXUv65	192.168.144.131	61052	192.168.144.133	146	tcp	-	0.000806	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622947	Cuv3VE1RfigrEF1xqk	192.168.144.131	61052	192.168.144.133	2366	tcp	-	0.000662	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.622948	CKShF3GFyAk94IKK5	192.168.144.131	61052	192.168.144.133	8002	tcp	-	0.000661	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.623098	ClSVeB3BfJGXxaJT76	192.168.144.131	61052	192.168.144.133	61532	tcp	-	0.000595	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.623099	CCF3IE11KseY5O4LIe	192.168.144.131	61052	192.168.144.133	255	tcp	-	0.000595	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.623099	CLf9OU3cFZpD1fKlY2	192.168.144.131	61052	192.168.144.133	5989	tcp	-	0.000595	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.623099	CVfdDq1ysOdl7rE7Gk	192.168.144.131	61052	192.168.144.133	1049	tcp	-	0.000595	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.623283	C45Qc6TAm7TGsMpOg	192.168.144.131	61052	192.168.144.133	2111	tcp	-	0.000496	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.623284	CfpwJJEhFE58FxqVi	192.168.144.131	61052	192.168.144.133	1417	tcp	-	0.000496	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.623403	CagbSc4JM69zJR7rNg	192.168.144.131	61052	192.168.144.133	5988	tcp	-	0.000475	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.623404	Csq9etTq4M7ZfcuS7	192.168.144.131	61052	192.168.144.133	646	tcp	-	0.000475	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626604	COlC4v1GHcHQMoiTEl	192.168.144.131	61052	192.168.144.133	30	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626605	CvmxVi4xSLvOy5otu2	192.168.144.131	61052	192.168.144.133	6129	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626606	CaXrsm2Ds3nVcNakR5	192.168.144.131	61052	192.168.144.133	16012	tcp	-	0.000006	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626605	CcaG6BiprMKo6uzki	192.168.144.131	61052	192.168.144.133	22939	tcp	-	0.000007	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626605	CxcgFyZPcB09SyoOd	192.168.144.131	61052	192.168.144.133	1048	tcp	-	0.000007	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626606	CzQstF17UFOOcUKOoi	192.168.144.131	61052	192.168.144.133	24800	tcp	-	0.000007	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626613	CDL68e1O80KUaZfMOh	192.168.144.131	61052	192.168.144.133	4279	tcp	-	-	-	-	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626613	Cq5LXp1ElAjixNKB2a	192.168.144.131	61052	192.168.144.133	898	tcp	-	-	-	-	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626630	CmPgV51JVGJqFA9j8k	192.168.144.131	61052	192.168.144.133	1322	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626630	CEKWaZoFEHZaof4cl	192.168.144.131	61052	192.168.144.133	8181	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626631	CZGu3f2vtEjLEJeSy2	192.168.144.131	61052	192.168.144.133	25734	tcp	-	0.000004	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626631	CFcv4i4rKxB8PVg7l3	192.168.144.131	61052	192.168.144.133	1247	tcp	-	0.000004	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626636	CSmYUVVOUV1DLAAPe	192.168.144.131	61052	192.168.144.133	683	tcp	-	-	-	-	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626631	C1nqUe2UPVC4MlwnBe	192.168.144.131	61052	192.168.144.133	52673	tcp	-	0.000005	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626631	Cy4uOa3oKRlH10fAv9	192.168.144.131	61052	192.168.144.133	5859	tcp	-	0.000005	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626635	CRqjXJ3BfPADTZcFc2	192.168.144.131	61052	192.168.144.133	49160	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626651	CDG8dcDDGVq1yLzs7	192.168.144.131	61052	192.168.144.133	5718	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626652	CfGaN42VD3r3dDESMf	192.168.144.131	61052	192.168.144.133	3809	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626652	Cxx94NHqdQj0xkAge	192.168.144.131	61052	192.168.144.133	82	tcp	-	0.000004	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626652	CjWtoUCplKLTeVKe2	192.168.144.131	61052	192.168.144.133	13722	tcp	-	0.000004	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626652	C6cra92u3FWcvVLd9	192.168.144.131	61052	192.168.144.133	44176	tcp	-	0.000004	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626652	CYacld4Lvpp6O0Lia5	192.168.144.131	61052	192.168.144.133	1113	tcp	-	0.000004	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626657	CvvobB1LlcT1ODJyu1	192.168.144.131	61052	192.168.144.133	5051	tcp	-	-	-	-	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626657	CsqlLb2TwXQqrlv2g2	192.168.144.131	61052	192.168.144.133	16001	tcp	-	-	-	-	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626679	Cm5Kjs1FvYUzhykjD5	192.168.144.131	61052	192.168.144.133	1060	tcp	-	0.000150	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.626680	CHujji32ULK8mcH5H3	192.168.144.131	61052	192.168.144.133	26	tcp	-	0.000150	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.627138	ClHOmr3PjTLjiavIYa	192.168.144.131	61052	192.168.144.133	16018	tcp	-	0.000158	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.627139	Cb5Yy63FOIHvy194Rf	192.168.144.131	61052	192.168.144.133	1056	tcp	-	0.000158	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.627139	C7VHYw4pQCHdj1G649	192.168.144.131	61052	192.168.144.133	89	tcp	-	0.000158	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.627139	CNvrGQ3M1d7Y4XkxM	192.168.144.131	61052	192.168.144.133	8088	tcp	-	0.000159	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.627297	CCEtz82R9dOko8x86b	192.168.144.131	61052	192.168.144.133	1455	tcp	-	0.000110	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.627297	CWFMXg4PKQmAPAegzl	192.168.144.131	61052	192.168.144.133	2608	tcp	-	0.000110	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630580	CWD6FG2TddBlAl10ol	192.168.144.131	61052	192.168.144.133	27356	tcp	-	0.000837	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630581	CTqhVH2YkUw53qEfEi	192.168.144.131	61052	192.168.144.133	14000	tcp	-	0.000836	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630581	Cqs6oz3tSkYiHZMck7	192.168.144.131	61052	192.168.144.133	19350	tcp	-	0.000836	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630581	CkU0Ir1SVx0E6pzBKa	192.168.144.131	61052	192.168.144.133	5801	tcp	-	0.000836	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630581	CgpoZQ3EN6n8C7fBcg	192.168.144.131	61052	192.168.144.133	48080	tcp	-	0.000963	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630581	CULYqC2vv2FBc9XQQ5	192.168.144.131	61052	192.168.144.133	1104	tcp	-	0.000963	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630895	C36xjQ2VZk2GEO7kDj	192.168.144.131	61052	192.168.144.133	1169	tcp	-	0.000650	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630735	C2SFJt8kl1ERY3mPh	192.168.144.131	61052	192.168.144.133	5950	tcp	-	0.000810	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630736	CGV9f84HZ7W68pDlb8	192.168.144.131	61052	192.168.144.133	3826	tcp	-	0.000809	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.630895	CyJGIogPes4U1Fmd4	192.168.144.131	61052	192.168.144.133	4129	tcp	-	0.000650	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.631000	CeDTTx4vmmWr82F5Nk	192.168.144.131	61052	192.168.144.133	3659	tcp	-	0.000653	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.631000	ClKA058uEO8B7kXxj	192.168.144.131	61052	192.168.144.133	50389	tcp	-	0.000653	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.631138	CA2FVJ3LqnQHTOReu9	192.168.144.131	61052	192.168.144.133	1974	tcp	-	0.000516	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.631138	CBM2bz3jLRvxmp6KVd	192.168.144.131	61052	192.168.144.133	9100	tcp	-	0.000516	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.631236	C6ZrsW23TTYY57MqHk	192.168.144.131	61052	192.168.144.133	8010	tcp	-	0.000567	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.631416	CazaOe3tGOjMWCEr7d	192.168.144.131	61052	192.168.144.133	32772	tcp	-	0.000388	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.631416	CdRvfe12P5YQCMZEu7	192.168.144.131	61052	192.168.144.133	1433	tcp	-	0.000388	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.631236	CcOyfx4qbDwoOeVdRe	192.168.144.131	61052	192.168.144.133	1236	tcp	-	0.000568	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632028	CMKjAw2upt7KKB4kk8	192.168.144.131	61052	192.168.144.133	10617	tcp	-	0.000215	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632027	CLQIOa2fn2w6UxGYq1	192.168.144.131	61052	192.168.144.133	7627	tcp	-	0.000216	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632152	CQgUIq3y2m1Jz1Bl28	192.168.144.131	61052	192.168.144.133	5002	tcp	-	0.000091	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632151	CVwCQ648tb1eenKvqf	192.168.144.131	61052	192.168.144.133	1259	tcp	-	0.000092	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632330	C4STzN268muBusYkW5	192.168.144.131	61052	192.168.144.133	4343	tcp	-	0.000211	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632329	CsVlaJ1WGYM9v52okl	192.168.144.131	61052	192.168.144.133	6567	tcp	-	0.000212	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632542	CAmdIo3kjBdvRakSVh	192.168.144.131	61052	192.168.144.133	3971	tcp	-	0.000381	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632542	CMZSsm3ei1ycS1Zsjc	192.168.144.131	61052	192.168.144.133	3871	tcp	-	0.000382	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632924	Cft8zI3ROLpruKuZm6	192.168.144.131	61052	192.168.144.133	9575	tcp	-	0.001152	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.632924	C4dlYh16sHSq25Nm9	192.168.144.131	61052	192.168.144.133	2967	tcp	-	0.001152	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.634075	CoERUV1QXDVhXgP0Ll	192.168.144.131	61052	192.168.144.133	2009	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.634076	CoCQvjnT52G8PDRC7	192.168.144.131	61052	192.168.144.133	1301	tcp	-	-	-	-	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.634573	C3gwJ43QVmoijjFDw1	192.168.144.131	61052	192.168.144.133	2034	tcp	-	-	-	-	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.634572	CFHgY82XEUqzrSKD72	192.168.144.131	61052	192.168.144.133	2910	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
1689697210.634572	C5LhQLtQKeCgnR6Mf	192.168.144.131	61052	192.168.144.133	13	tcp	-	0.000001	0	0	RSTRH	T	T	0	r	1	40	1	40	-
